ticker,lower,upper,max_tenor_for_strike
AMZN,0.0,25.0,15.0
AMZN,25.0,35.0,196.0
AMZN,35.0,45.0,743.0
AMZN,45.0,55.0,778.0
AMZN,55.0,65.0,778.0
AMZN,65.0,75.0,778.0
AMZN,75.0,85.0,778.0
AMZN,85.0,95.0,778.0
AMZN,95.0,105.0,778.0
AMZN,105.0,115.0,778.0
AMZN,115.0,125.0,778.0
AMZN,125.0,135.0,778.0
AMZN,135.0,145.0,778.0
AMZN,145.0,155.0,778.0
AMZN,155.0,165.0,778.0
AMZN,165.0,175.0,
AMZN,175.0,9999.0,
