contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL251205C00110000,call,2025-12-05,110.0,2025-12-03 15:06:48+00:00,2025-12-03 10:06:48 EST,177.9,173.45,174.7,2.2999878,1.309788,4.0,8,4.714847856445312,True,REGULAR,USD
AAPL251205C00120000,call,2025-12-05,120.0,2025-11-05 16:30:23+00:00,2025-11-05 11:30:23 EST,150.51,163.45,166.45,0.0,0.0,,1,4.67187916015625,True,REGULAR,USD
AAPL251205C00135000,call,2025-12-05,135.0,2025-11-28 17:50:00+00:00,2025-11-28 12:50:00 EST,142.95,148.5,151.5,0.0,0.0,1.0,1,4.138676701660157,True,REGULAR,USD
AAPL251205C00140000,call,2025-12-05,140.0,2025-12-03 15:29:34+00:00,2025-12-03 10:29:34 EST,147.59,143.7,146.45,17.0,13.017842,1.0,1,4.027348715820313,True,REGULAR,USD
AAPL251205C00150000,call,2025-12-05,150.0,2025-12-02 18:09:57+00:00,2025-12-02 13:09:57 EST,135.32,133.45,136.45,0.0,0.0,2.0,2,3.56250109375,True,REGULAR,USD
AAPL251205C00155000,call,2025-12-05,155.0,2025-12-02 19:29:53+00:00,2025-12-02 14:29:53 EST,131.02,128.85,131.5,0.0,0.0,2.0,2,3.58593853515625,True,REGULAR,USD
AAPL251205C00160000,call,2025-12-05,160.0,2025-12-02 19:06:36+00:00,2025-12-02 14:06:36 EST,125.77,123.5,126.45,0.0,0.0,6.0,6,3.2617205957031246,True,REGULAR,USD
AAPL251205C00165000,call,2025-12-05,165.0,2025-11-20 19:08:25+00:00,2025-11-20 14:08:25 EST,101.75,118.5,121.5,0.0,0.0,1.0,2,3.1269553076171874,True,REGULAR,USD
AAPL251205C00170000,call,2025-12-05,170.0,2025-12-02 19:30:35+00:00,2025-12-02 14:30:35 EST,115.99,113.5,116.5,0.0,0.0,2.0,4,2.9765650585937498,True,REGULAR,USD
AAPL251205C00175000,call,2025-12-05,175.0,2025-12-03 19:51:44+00:00,2025-12-03 14:51:44 EST,110.12,108.75,111.5,1.8300018,1.6899084,1.0,1,2.917971455078125,True,REGULAR,USD
