ticker,lower,upper,max_tenor_for_strike
TSM,0.0,25.0,405.0
TSM,25.0,35.0,405.0
TSM,35.0,45.0,741.0
TSM,45.0,55.0,776.0
TSM,55.0,65.0,776.0
TSM,65.0,75.0,776.0
TSM,75.0,85.0,776.0
TSM,85.0,95.0,776.0
TSM,95.0,105.0,776.0
TSM,105.0,115.0,776.0
TSM,115.0,125.0,776.0
TSM,125.0,135.0,776.0
TSM,135.0,145.0,776.0
TSM,145.0,155.0,776.0
TSM,155.0,165.0,
TSM,165.0,175.0,
TSM,175.0,9999.0,
