contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
TSM251205C00155000,call,2025-12-05,155.0,2025-12-05 15:32:10+00:00,2025-12-05 10:32:10 EST,144.49,139.15,141.6,7.4600067,5.4440684,1.0,24,7.359375800781249,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,52.592290770224025
TSM251205C00160000,call,2025-12-05,160.0,2025-12-05 19:13:38+00:00,2025-12-05 14:13:38 EST,135.32,134.0,136.45,1.7700043,1.3253495,1.0,23,6.9062513671875,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,54.288816278940935
TSM251205C00165000,call,2025-12-05,165.0,2025-12-04 19:02:30+00:00,2025-12-04 14:02:30 EST,133.98,128.75,131.5,6.819992,5.3633156,1.0,2,6.513673732910157,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,55.98534178765784
TSM251205C00170000,call,2025-12-05,170.0,2025-12-05 20:06:37+00:00,2025-12-05 15:06:37 EST,125.36,124.0,126.6,2.9000015,2.3681214,5.0,6,6.371095786132813,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,57.68186729637475
TSM251205C00175000,call,2025-12-05,175.0,2025-12-05 16:04:44+00:00,2025-12-05 11:04:44 EST,123.05,119.2,121.6,6.6399994,5.7039766,1.0,1,6.16211167236328,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,59.37839280509165
TSM251205C00180000,call,2025-12-05,180.0,2025-12-05 15:54:08+00:00,2025-12-05 10:54:08 EST,117.97,113.95,116.6,5.1900024,4.601882,1.0,3,5.7812527734375,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,61.07491831380856
TSM251205C00185000,call,2025-12-05,185.0,2025-12-04 17:27:17+00:00,2025-12-04 12:27:17 EST,107.8,109.0,111.6,0.0,0.0,2.0,4,5.525393718261719,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,62.771443822525455
TSM251205C00190000,call,2025-12-05,190.0,2025-12-05 14:59:02+00:00,2025-12-05 09:59:02 EST,108.32,104.2,106.6,5.709999,5.564759,1.0,4,5.327151778564453,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,64.46796933124236
TSM251205C00195000,call,2025-12-05,195.0,2025-12-05 16:40:45+00:00,2025-12-05 11:40:45 EST,101.76,99.1,101.6,5.279999,5.4726353,1.0,4,5.028324027099609,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,66.16449483995926
TSM251205C00200000,call,2025-12-05,200.0,2025-12-05 19:42:25+00:00,2025-12-05 14:42:25 EST,95.27,93.9,96.6,4.0199966,4.4054756,4.0,10,4.70312912109375,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,67.86102034867618
TSM251205C00205000,call,2025-12-05,205.0,2025-12-04 18:05:58+00:00,2025-12-04 13:05:58 EST,87.65,88.85,91.6,0.0,0.0,1.0,12,4.436527891845703,True,REGULAR,USD,-1,2025-12-05,20,294.7200012207031,69.55754585739308
TSM251205C00210000,call,2025-12-05,210.0,2025-12-03 16:59:29+00:00,2025-12-03 11:59:29 EST,84.11,84.0,86.6,0.0,0.0,6.0,5,4.237309390869141,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,71.25407136610997
TSM251205C00215000,call,2025-12-05,215.0,2025-12-03 16:59:29+00:00,2025-12-03 11:59:29 EST,82.33,79.2,81.6,3.209999,4.057127,1.0,4,4.051762747802734,True,REGULAR,USD,-1,2025-12-05,34,294.7200012207031,72.95059687482689
TSM251205C00220000,call,2025-12-05,220.0,2025-12-05 20:07:51+00:00,2025-12-05 15:07:51 EST,75.47,74.35,76.6,6.6200027,10.63796,2.0,4,3.8505863110351566,True,REGULAR,USD,-1,2025-12-05,776,294.7200012207031,74.64712238354379
