ticker,lower,upper,max_tenor_for_strike
LLY,0.0,25.0,49.0
LLY,25.0,35.0,784.0
LLY,35.0,45.0,784.0
LLY,45.0,55.0,784.0
LLY,55.0,65.0,784.0
LLY,65.0,75.0,784.0
LLY,75.0,85.0,784.0
LLY,85.0,95.0,784.0
LLY,95.0,105.0,784.0
LLY,105.0,115.0,784.0
LLY,115.0,125.0,784.0
LLY,125.0,135.0,784.0
LLY,135.0,145.0,784.0
LLY,145.0,155.0,
LLY,155.0,165.0,
LLY,165.0,175.0,
LLY,175.0,9999.0,
