contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
TSM251128C00155000,call,2025-11-28,155.0,2025-11-24 17:31:32+00:00,2025-11-24 12:31:32 EST,120.87,127.95,129.25,-7.0599976,-5.518641,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00160000,call,2025-11-28,160.0,2025-11-25 20:01:18+00:00,2025-11-25 15:01:18 EST,123.33,123.0,124.25,4.4800034,3.7694602,2.0,32,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00165000,call,2025-11-28,165.0,2025-11-24 17:31:41+00:00,2025-11-24 12:31:41 EST,117.92,118.0,119.1,0.0,0.0,2.0,16,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00170000,call,2025-11-28,170.0,2025-11-24 17:31:41+00:00,2025-11-24 12:31:41 EST,112.93,113.0,114.1,0.0,0.0,2.0,12,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00175000,call,2025-11-28,175.0,2025-11-04 18:27:31+00:00,2025-11-04 13:27:31 EST,124.12,108.0,109.1,0.0,0.0,,4,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00180000,call,2025-11-28,180.0,2025-11-24 14:50:08+00:00,2025-11-24 09:50:08 EST,99.0,102.95,104.2,0.0,0.0,5.0,20,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00185000,call,2025-11-28,185.0,2025-11-24 16:56:01+00:00,2025-11-24 11:56:01 EST,97.8,98.0,99.1,0.0,0.0,4.0,5,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00190000,call,2025-11-28,190.0,2025-11-21 15:54:28+00:00,2025-11-21 10:54:28 EST,78.47,93.0,94.15,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00200000,call,2025-11-28,200.0,2025-11-24 14:54:40+00:00,2025-11-24 09:54:40 EST,78.75,83.0,84.25,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00210000,call,2025-11-28,210.0,2025-11-24 16:56:01+00:00,2025-11-24 11:56:01 EST,72.8,73.05,74.15,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00215000,call,2025-11-28,215.0,2025-11-24 18:13:50+00:00,2025-11-24 13:13:50 EST,69.1,68.05,69.15,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00220000,call,2025-11-28,220.0,2025-11-07 16:12:30+00:00,2025-11-07 11:12:30 EST,59.01,63.0,64.45,0.0,0.0,3.0,9,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00225000,call,2025-11-28,225.0,2025-11-24 15:31:23+00:00,2025-11-24 10:31:23 EST,56.51,58.05,59.15,0.0,0.0,3.0,1,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00230000,call,2025-11-28,230.0,2025-11-21 18:23:23+00:00,2025-11-21 13:23:23 EST,45.9,53.05,54.15,0.65999985,1.4588856,1.0,25,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00235000,call,2025-11-28,235.0,2025-11-25 17:18:50+00:00,2025-11-25 12:18:50 EST,45.11,48.05,49.3,0.40999985,0.9172256,1.0,16,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00240000,call,2025-11-28,240.0,2025-11-25 17:02:44+00:00,2025-11-25 12:02:44 EST,40.22,43.05,44.55,-3.079998,-7.1131597,11.0,59,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00245000,call,2025-11-28,245.0,2025-11-19 18:38:15+00:00,2025-11-19 13:38:15 EST,36.85,38.1,39.2,0.0,0.0,3.0,8,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00247500,call,2025-11-28,247.5,2025-11-21 18:34:16+00:00,2025-11-21 13:34:16 EST,28.86,35.55,36.7,0.0,0.0,8.0,8,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00250000,call,2025-11-28,250.0,2025-11-25 15:04:00+00:00,2025-11-25 10:04:00 EST,26.6,33.1,34.05,-6.499998,-19.637457,2.0,38,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00252500,call,2025-11-28,252.5,2025-11-21 17:34:11+00:00,2025-11-21 12:34:11 EST,25.75,30.65,31.9,0.0,0.0,10.0,20,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00255000,call,2025-11-28,255.0,2025-11-25 19:14:44+00:00,2025-11-25 14:14:44 EST,27.35,28.1,29.2,4.450001,19.432318,3.0,34,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00257500,call,2025-11-28,257.5,2025-11-21 15:42:33+00:00,2025-11-21 10:42:33 EST,14.6,25.65,26.75,0.0,0.0,45.0,41,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00260000,call,2025-11-28,260.0,2025-11-25 15:04:00+00:00,2025-11-25 10:04:00 EST,17.12,23.2,24.25,-7.379999,-30.122446,1.0,94,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00262500,call,2025-11-28,262.5,2025-11-25 16:53:18+00:00,2025-11-25 11:53:18 EST,18.0,20.7,21.8,7.8500004,77.33991,18.0,15,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00265000,call,2025-11-28,265.0,2025-11-25 17:37:55+00:00,2025-11-25 12:37:55 EST,16.91,18.3,19.25,2.8099995,19.929073,6.0,66,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00267500,call,2025-11-28,267.5,2025-11-24 16:23:35+00:00,2025-11-24 11:23:35 EST,17.27,15.8,16.8,0.0,0.0,13.0,50,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00270000,call,2025-11-28,270.0,2025-11-25 17:44:52+00:00,2025-11-25 12:44:52 EST,11.45,13.45,14.55,-4.1000004,-26.366562,38.0,167,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00272500,call,2025-11-28,272.5,2025-11-25 20:08:06+00:00,2025-11-25 15:08:06 EST,11.42,11.15,11.95,-1.4700003,-11.404191,57.0,307,1.0000000000000003e-05,True,REGULAR,USD
TSM251128C00275000,call,2025-11-28,275.0,2025-11-25 20:05:45+00:00,2025-11-25 15:05:45 EST,9.4,8.9,9.85,-1.4200001,-13.308341,661.0,1014,0.20703917968749996,True,REGULAR,USD
TSM251128C00277500,call,2025-11-28,277.5,2025-11-25 19:59:32+00:00,2025-11-25 14:59:32 EST,7.05,7.05,7.8,-2.0999994,-22.950813,196.0,256,0.24341576904296874,True,REGULAR,USD
TSM251128C00280000,call,2025-11-28,280.0,2025-11-25 20:13:50+00:00,2025-11-25 15:13:50 EST,5.6,5.35,5.8,-1.3499999,-19.42446,496.0,6554,0.24146266357421875,True,REGULAR,USD
TSM251128C00282500,call,2025-11-28,282.5,2025-11-25 20:13:37+00:00,2025-11-25 15:13:37 EST,3.9,3.5,4.0,-1.3899999,-26.27599,605.0,1030,0.23267368896484375,True,REGULAR,USD
TSM251128C00285000,call,2025-11-28,285.0,2025-11-25 20:15:07+00:00,2025-11-25 15:15:07 EST,2.5,2.5,2.8,-1.3499999,-33.919594,1326.0,3419,0.24732197998046873,False,REGULAR,USD
TSM251128C00287500,call,2025-11-28,287.5,2025-11-25 20:13:38+00:00,2025-11-25 15:13:38 EST,1.6,1.42,1.61,-0.92999995,-36.758892,741.0,903,0.23316196533203126,False,REGULAR,USD
TSM251128C00290000,call,2025-11-28,290.0,2025-11-25 20:08:58+00:00,2025-11-25 15:08:58 EST,0.83,0.76,1.0,-0.92,-52.57143,1326.0,6165,0.24268335449218748,False,REGULAR,USD
TSM251128C00292500,call,2025-11-28,292.5,2025-11-25 20:13:47+00:00,2025-11-25 15:13:47 EST,0.5,0.35,0.5,-0.5,-50.50505,299.0,1167,0.23657989990234374,False,REGULAR,USD
TSM251128C00295000,call,2025-11-28,295.0,2025-11-25 20:15:01+00:00,2025-11-25 15:15:01 EST,0.25,0.23,0.26,-0.37,-59.677418,2205.0,2348,0.24024197265624997,False,REGULAR,USD
TSM251128C00297500,call,2025-11-28,297.5,2025-11-25 20:14:23+00:00,2025-11-25 15:14:23 EST,0.13,0.1,0.15,-0.17000002,-60.714287,445.0,1245,0.25098405273437496,False,REGULAR,USD
TSM251128C00300000,call,2025-11-28,300.0,2025-11-25 20:07:25+00:00,2025-11-25 15:07:25 EST,0.07,0.03,0.08,-0.1,-58.82353,387.0,3735,0.25879647460937505,False,REGULAR,USD
TSM251128C00302500,call,2025-11-28,302.5,2025-11-25 18:32:01+00:00,2025-11-25 13:32:01 EST,0.03,0.03,0.05,-0.049999997,-62.499996,1840.0,2778,0.27149166015625,False,REGULAR,USD
