ticker,lower,upper,max_tenor_for_strike
GOOG,0.0,25.0,743.0
GOOG,25.0,35.0,743.0
GOOG,35.0,45.0,778.0
GOOG,45.0,55.0,778.0
GOOG,55.0,65.0,778.0
GOOG,65.0,75.0,778.0
GOOG,75.0,85.0,778.0
GOOG,85.0,95.0,778.0
GOOG,95.0,105.0,778.0
GOOG,105.0,115.0,778.0
GOOG,115.0,125.0,778.0
GOOG,125.0,135.0,778.0
GOOG,135.0,145.0,778.0
GOOG,145.0,155.0,778.0
GOOG,155.0,165.0,
GOOG,165.0,175.0,
GOOG,175.0,9999.0,
