ticker,lower,upper,max_tenor_for_strike
META,0.0,25.0,780
META,25.0,35.0,780
META,35.0,45.0,780
META,45.0,55.0,780
META,55.0,65.0,780
META,65.0,75.0,780
META,75.0,85.0,780
META,85.0,95.0,780
META,95.0,105.0,780
META,105.0,115.0,780
META,115.0,125.0,780
META,125.0,135.0,780
META,135.0,145.0,780
META,145.0,155.0,780
META,155.0,165.0,780
META,165.0,175.0,780
META,175.0,9999.0,780
