contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
AMZN251128C00120000,call,2025-11-28,120.0,2025-11-24 20:04:21+00:00,2025-11-24 15:04:21 EST,106.7,105.45,107.35,3.2999954,3.191485,20.0,72,3.059572663574219,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,53.03164249927475
AMZN251128C00125000,call,2025-11-28,125.0,2025-11-17 20:06:35+00:00,2025-11-17 15:06:35 EST,106.34,99.8,102.4,0.0,0.0,1.0,3,2.916018334960937,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,55.241294270077866
AMZN251128C00130000,call,2025-11-28,130.0,2025-11-24 19:34:00+00:00,2025-11-24 14:34:00 EST,95.93,94.8,98.5,4.8899994,5.3712645,3.0,7,2.1250046875,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,57.45094604088099
AMZN251128C00135000,call,2025-11-28,135.0,2025-11-24 15:38:54+00:00,2025-11-24 10:38:54 EST,91.15,89.8,93.5,8.849998,10.75334,5.0,19,1.99609376953125,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,59.6605978116841
AMZN251128C00140000,call,2025-11-28,140.0,2025-11-21 20:24:17+00:00,2025-11-21 15:24:17 EST,80.85,86.55,86.75,0.0,0.0,1.0,14,1.8671881640625,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,61.87024958248721
AMZN251128C00145000,call,2025-11-28,145.0,2025-11-24 18:06:29+00:00,2025-11-24 13:06:29 EST,80.25,81.5,81.7,1.550003,1.9695084,3.0,8,1.67578287109375,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,64.07990135329032
AMZN251128C00150000,call,2025-11-28,150.0,2025-11-24 20:14:20+00:00,2025-11-24 15:14:20 EST,76.65,76.5,76.7,5.300003,7.4281754,3.0,65,1.5605490722656248,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,66.28955312409344
AMZN251128C00155000,call,2025-11-28,155.0,2025-11-24 17:39:20+00:00,2025-11-24 12:39:20 EST,70.0,71.55,71.75,4.459999,6.805003,3.0,6,1.51172119140625,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,68.49920489489656
AMZN251128C00160000,call,2025-11-28,160.0,2025-11-21 19:31:17+00:00,2025-11-21 14:31:17 EST,61.85,66.55,66.8,0.0,0.0,6.0,75,1.42578412109375,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,70.70885666569967
AMZN251128C00165000,call,2025-11-28,165.0,2025-11-24 20:14:20+00:00,2025-11-24 15:14:20 EST,61.65,61.6,61.75,5.8500023,10.483875,12.0,21,1.3144565527343748,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,72.91850843650279
AMZN251128C00170000,call,2025-11-28,170.0,2025-11-24 18:38:48+00:00,2025-11-24 13:38:48 EST,55.03,56.6,56.75,3.9799995,7.796277,2.0,34,1.205082099609375,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,75.12816020730591
AMZN251128C00175000,call,2025-11-28,175.0,2025-11-24 18:31:49+00:00,2025-11-24 13:31:49 EST,49.99,51.6,51.75,3.4800034,7.4822693,1.0,25,1.0996138769531252,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,77.33781197810902
AMZN251128C00180000,call,2025-11-28,180.0,2025-11-24 18:40:35+00:00,2025-11-24 13:40:35 EST,44.95,46.6,46.8,3.75,9.101941,2.0,143,1.0127002490234376,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,79.54746374891212
AMZN251128C00185000,call,2025-11-28,185.0,2025-11-24 19:39:25+00:00,2025-11-24 14:39:25 EST,41.1,41.65,41.85,5.25,14.644352,3.0,88,0.93945373046875,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,81.75711551971526
AMZN251128C00190000,call,2025-11-28,190.0,2025-11-24 14:34:58+00:00,2025-11-24 09:34:58 EST,35.18,36.6,36.85,3.75,11.931275,1.0,104,0.8203142968749999,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,83.96676729051836
AMZN251128C00192500,call,2025-11-28,192.5,2025-11-21 20:59:46+00:00,2025-11-21 15:59:46 EST,28.45,34.1,34.3,0.0,0.0,44.0,23,0.75586181640625,True,REGULAR,USD,3,2025-11-24,3,226.27999877929688,85.07159317591993
AMZN251128C00195000,call,2025-11-28,195.0,2025-11-24 20:14:20+00:00,2025-11-24 15:14:20 EST,31.7,31.65,31.8,5.6800003,21.829361,17.0,94,0.717776259765625,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,86.17641906132147
AMZN251128C00197500,call,2025-11-28,197.5,2025-11-21 17:35:14+00:00,2025-11-21 12:35:14 EST,22.93,29.15,29.35,0.0,0.0,5.0,10,0.6787141503906251,True,REGULAR,USD,3,2025-11-24,3,226.27999877929688,87.28124494672304
AMZN251128C00200000,call,2025-11-28,200.0,2025-11-24 19:29:46+00:00,2025-11-24 14:29:46 EST,26.1,26.65,26.85,5.0,23.696682,317.0,1609,0.6269568554687501,True,REGULAR,USD,3,2025-11-24,787,226.27999877929688,88.3860708321246
AMZN251128C00202500,call,2025-11-28,202.5,2025-11-24 19:29:46+00:00,2025-11-24 14:29:46 EST,23.65,24.2,24.4,4.949999,26.470581,14.0,71,0.5942423388671876,True,REGULAR,USD,3,2025-11-24,10,226.27999877929688,89.49089671752614
AMZN251128C00205000,call,2025-11-28,205.0,2025-11-24 19:22:43+00:00,2025-11-24 14:22:43 EST,21.2,21.7,21.9,3.7800007,21.6992,57.0,428,0.5415084912109377,True,REGULAR,USD,3,2025-11-24,752,226.27999877929688,90.59572260292771
