contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
PLTR251205C00090000,call,2025-12-05,90.0,2025-12-02 19:23:19+00:00,2025-12-02 14:23:19 EST,81.08,80.45,81.3,3.5999985,4.646358,49.0,8,2.69531576171875,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,52.72716545357999
PLTR251205C00095000,call,2025-12-05,95.0,2025-12-02 19:30:44+00:00,2025-12-02 14:30:44 EST,76.28,75.45,75.95,3.5299988,4.852232,43.0,235,2.6445346386718755,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,55.65645242322332
PLTR251205C00100000,call,2025-12-05,100.0,2025-12-02 20:13:48+00:00,2025-12-02 15:13:48 EST,71.2,70.55,71.9,3.3899994,5.0059056,47.0,130,2.7812530468750003,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,58.58573939286666
PLTR251205C00105000,call,2025-12-05,105.0,2025-12-02 16:08:51+00:00,2025-12-02 11:08:51 EST,67.15,65.05,66.95,4.6900024,7.5088096,6.0,397,2.3085979785156248,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,61.51502636250999
PLTR251205C00110000,call,2025-12-05,110.0,2025-12-02 20:13:49+00:00,2025-12-02 15:13:49 EST,60.95,60.6,61.4,3.4300003,5.9291277,30.0,171,2.113285966796875,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,64.44431333215333
PLTR251205C00115000,call,2025-12-05,115.0,2025-12-02 15:40:08+00:00,2025-12-02 10:40:08 EST,57.85,55.4,56.5,3.9399986,7.308475,10.0,1240,1.86328193359375,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,67.37360030179666
PLTR251205C00116000,call,2025-12-05,116.0,2025-12-02 15:39:50+00:00,2025-12-02 10:39:50 EST,57.26,54.1,55.6,4.4299965,8.38538,2.0,4,1.6679704101562502,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,67.95945769572532
PLTR251205C00117000,call,2025-12-05,117.0,2025-12-02 15:39:50+00:00,2025-12-02 10:39:50 EST,56.28,53.1,55.05,4.3499985,8.3766575,3.0,5,1.9296878515625,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,68.545315089654
PLTR251205C00120000,call,2025-12-05,120.0,2025-12-02 19:45:45+00:00,2025-12-02 14:45:45 EST,51.24,49.85,51.9,3.9300003,8.306912,2.0,37,1.5800802246093748,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,70.30288727143999
PLTR251205C00124000,call,2025-12-05,124.0,2025-12-02 19:21:17+00:00,2025-12-02 14:21:17 EST,47.54,45.75,48.0,3.3500023,7.5809064,2.0,2,1.4492215039062502,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,72.64631684715465
PLTR251205C00125000,call,2025-12-05,125.0,2025-12-02 16:13:10+00:00,2025-12-02 11:13:10 EST,46.75,45.9,46.05,4.299999,10.129562,11.0,160,1.54297103515625,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,73.23217424108333
PLTR251205C00126000,call,2025-12-05,126.0,2025-12-01 20:53:45+00:00,2025-12-01 15:53:45 EST,41.41,44.1,46.25,0.0,0.0,1.0,3,1.6796891015625,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,73.81803163501198
PLTR251205C00128000,call,2025-12-05,128.0,2025-11-26 14:49:43+00:00,2025-11-26 09:49:43 EST,38.66,42.1,44.45,0.0,0.0,,12,1.673829755859375,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,74.98974642286932
PLTR251205C00130000,call,2025-12-05,130.0,2025-12-02 16:21:30+00:00,2025-12-02 11:21:30 EST,41.83,40.95,41.1,4.34,11.57642,6.0,49,1.419924775390625,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,76.16146121072666
PLTR251205C00132000,call,2025-12-05,132.0,2025-11-28 15:00:33+00:00,2025-11-28 10:00:33 EST,35.6,38.1,40.1,0.0,0.0,1.0,2,1.41015919921875,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,77.333175998584
PLTR251205C00134000,call,2025-12-05,134.0,2025-12-02 15:44:23+00:00,2025-12-02 10:44:23 EST,39.25,36.2,38.1,4.5600014,13.145002,1.0,2,1.375003125,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,78.50489078644132
PLTR251205C00135000,call,2025-12-05,135.0,2025-12-02 16:04:14+00:00,2025-12-02 11:04:14 EST,37.65,35.95,36.05,3.9400024,11.687934,23.0,124,1.2324257128906249,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,79.09074818036999
PLTR251205C00136000,call,2025-12-05,136.0,2025-12-02 15:35:41+00:00,2025-12-02 10:35:41 EST,37.4,33.75,36.45,5.6100006,17.64706,1.0,3,1.2734411328124997,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,79.67660557429865
PLTR251205C00137000,call,2025-12-05,137.0,2025-12-02 20:17:04+00:00,2025-12-02 15:17:04 EST,34.0,33.8,34.15,4.3500004,14.705883,3.0,2,1.1464886425781249,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,80.26246296822733
PLTR251205C00138000,call,2025-12-05,138.0,2025-12-02 20:03:21+00:00,2025-12-02 15:03:21 EST,33.3,32.2,34.45,2.869999,9.431478,6.0,16,1.3320345898437496,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,80.84832036215599
PLTR251205C00139000,call,2025-12-05,139.0,2025-12-02 20:03:21+00:00,2025-12-02 15:03:21 EST,32.25,30.95,33.45,2.7600002,9.359106,6.0,9,1.23047259765625,True,REGULAR,USD,2,2025-12-02,2,170.69000244140625,81.43417775608467
PLTR251205C00140000,call,2025-12-05,140.0,2025-12-02 19:27:04+00:00,2025-12-02 14:27:04 EST,31.1,31.0,31.1,3.5,12.681159,80.0,160,1.1054732226562505,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,82.02003515001331
PLTR251205C00141000,call,2025-12-05,141.0,2025-12-02 19:27:04+00:00,2025-12-02 14:27:04 EST,30.06,29.95,30.1,3.4099998,12.795497,9.0,14,1.0556687841796877,True,REGULAR,USD,2,2025-12-02,16,170.69000244140625,82.60589254394198
PLTR251205C00142000,call,2025-12-05,142.0,2025-12-02 19:27:29+00:00,2025-12-02 14:27:29 EST,29.05,29.0,29.1,3.3099995,12.859361,8.0,55,1.040043862304688,True,REGULAR,USD,2,2025-12-02,16,170.69000244140625,83.19174993787065
PLTR251205C00143000,call,2025-12-05,143.0,2025-12-02 19:27:29+00:00,2025-12-02 14:27:29 EST,28.01,27.95,28.1,3.2299995,13.034702,4.0,89,0.991211025390625,True,REGULAR,USD,2,2025-12-02,16,170.69000244140625,83.77760733179932
PLTR251205C00144000,call,2025-12-05,144.0,2025-12-02 19:28:22+00:00,2025-12-02 14:28:22 EST,27.13,27.0,27.15,3.4099998,14.376055,13.0,16,0.989257919921875,True,REGULAR,USD,2,2025-12-02,16,170.69000244140625,84.363464725728
PLTR251205C00145000,call,2025-12-05,145.0,2025-12-02 19:28:22+00:00,2025-12-02 14:28:22 EST,26.08,26.0,26.15,3.3999996,14.99118,90.0,170,0.9570316796875,True,REGULAR,USD,2,2025-12-02,779,170.69000244140625,84.94932211965666
PLTR251205C00146000,call,2025-12-05,146.0,2025-12-01 16:07:02+00:00,2025-12-01 11:07:02 EST,21.1,25.0,25.15,0.0,0.0,8.0,22,0.92382888671875,True,REGULAR,USD,2,2025-12-02,16,170.69000244140625,85.53517951358532
