contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
META251128C00100000,call,2025-11-28,100.0,2025-11-24 17:56:24+00:00,2025-11-24 12:56:24 EST,514.63,512.05,516.5,5.8399963,1.1478206,4.0,23,7.314453981933593,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,16.31188353171792
META251128C00110000,call,2025-11-28,110.0,2025-11-24 17:56:24+00:00,2025-11-24 12:56:24 EST,504.7,502.05,507.45,-34.76996,-6.4452076,4.0,2,7.594727069091798,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,17.943071884889715
META251128C00120000,call,2025-11-28,120.0,2025-11-05 17:50:47+00:00,2025-11-05 12:50:47 EST,520.45,492.05,497.6,0.0,0.0,,3,7.29394619506836,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,19.574260238061505
META251128C00130000,call,2025-11-28,130.0,2025-11-03 17:57:14+00:00,2025-11-03 12:57:14 EST,519.49,482.05,487.6,0.0,0.0,,2,6.941407573242188,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,21.205448591233296
META251128C00140000,call,2025-11-28,140.0,2025-11-03 19:06:14+00:00,2025-11-03 14:06:14 EST,503.33,472.35,477.6,0.0,0.0,,2,6.617189228515626,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,22.83663694440509
META251128C00150000,call,2025-11-28,150.0,2025-11-04 19:19:26+00:00,2025-11-04 14:19:26 EST,482.34,462.35,467.6,0.0,0.0,,4,6.317384915771484,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,24.467825297576884
META251128C00160000,call,2025-11-28,160.0,2025-11-24 17:48:35+00:00,2025-11-24 12:48:35 EST,454.77,452.1,457.95,-25.860016,-5.380441,24.0,2,6.187990546264648,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,26.099013650748677
META251128C00170000,call,2025-11-28,170.0,2025-11-24 17:48:35+00:00,2025-11-24 12:48:35 EST,444.84,442.1,447.35,24.190002,5.7506247,24.0,4,5.666995103759765,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,27.730202003920468
META251128C00180000,call,2025-11-28,180.0,2025-11-24 17:38:59+00:00,2025-11-24 12:38:59 EST,434.01,432.1,437.35,-26.649994,-5.7851768,1.0,3,5.426761029052733,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,29.361390357092258
META251128C00190000,call,2025-11-28,190.0,2025-11-24 17:38:59+00:00,2025-11-24 12:38:59 EST,424.07,422.1,427.9,-34.95999,-7.616058,1.0,1,5.416995416259764,True,REGULAR,USD,3,2025-11-24,787,613.0499877929688,30.992578710264052
